Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
29,phuong da kao,230,40,40,125000
28,phuong da kao,230,40,40,125000
15,phuong da kao,288,24,26,125000
84,phuong da kao,229,7,7,125000
66,phuong da kao,196,6,6,125000
41,phuong da kao,455,3,3,125000
2,phuong da kao,230,2,2,125000
89,phuong da kao,140,6,6,125000
54,phuong da kao,228,7,6,125000
2,phuong da kao,240,5,6,125000
78,phuong da kao,230,7,7,125000
25,phuong nguyen cu trinh,187,7,7,125000
61,phuong nguyen cu trinh,652,10,10,125000
45,phuong nguyen cu trinh,198,8,8,125000
86,phuong nguyen cu trinh,350,8,9,125000
84,phuong nguyen cu trinh,95,8,9,125000
86,phuong nguyen cu trinh,94,4,4,125000
5,phuong nguyen cu trinh,320,6,5,125000
63,phuong nguyen cu trinh,266,10,10,125000
10,phuong nguyen thai binh,171,8,8,125000
59,phuong pham ngu lao,139,9,9,125000
4,phuong pham ngu lao,128,30,31,125000
8,phuong pham ngu lao,160,40,42,125000
68,phuong pham ngu lao,164,16,17,125000
51,phuong pham ngu lao,144,6,6,125000
88,phuong pham ngu lao,185,12,13,125000
29,phuong pham ngu lao,152,1,1,125000
77,phuong pham ngu lao,164,45,45,125000
13,phuong tan dinh,200,12,13,125000
33,phuong tan dinh,301,1,1,125000
32,phuong tan dinh,233,3,3,125000
34,phuong tan dinh,241,6,6,125000
40,phuong tan dinh,330,3,3,125000
26,phuong tan dinh,241,6,6,125000
65,phuong tan dinh,400,50,50,125000
30,phuong tan dinh,250,2,2,125000
10,phuong tan dinh,233,5,5,125000
30,phuong tan dinh,250,4,3,125000
48,phuong tan dinh,236,3,4,125000
24,phuong tan dinh,180,70,70,125000
2,phuong ben nghe,128,10,11,125000
2,phuong ben nghe,128,16,17,125000
9,phuong ben nghe,200,20,21,125000
2,phuong da kao,340,5,5,125000
1,phuong da kao,228,8,8,125000
99,phuong ben nghe,120,10,11,126000
61,phuong da kao,203,6,6,126000
39,phuong pham ngu lao,180,1,1,126000
83,phuong ben nghe,264,7,7,127000
90,phuong ben nghe,264,9,9,127000
88,phuong ben nghe,264,9,9,127000
52,phuong ben nghe,100,20,19,128000
82,phuong ben nghe,150,3,3,128000
43,phuong ben nghe,100,32,32,128000
86,phuong ben nghe,120,8,8,128000
19,phuong ben thanh,129,42,42,128000
70,phuong ben thanh,160,6,6,128000
15,phuong co giang,230,15,15,128000
4,phuong nguyen cu trinh,174,6,7,128000
11,phuong pham ngu lao,160,38,38,128000
27,phuong tan dinh,216,8,8,128000
61,phuong ben nghe,152,2,2,129000
2,phuong ben thanh,145,7,7,129000
2,phuong ben thanh,143,7,7,129000
5,phuong ben thanh,192,4,4,129000
61,phuong ben thanh,221,5,5,129000
83,phuong ben thanh,176,5,5,129000
28,phuong cau kho,178,10,10,129000
45,phuong co giang,300,7,7,129000
48,phuong co giang,180,9,9,129000
79,phuong pham ngu lao,164,32,32,129000
89,phuong pham ngu lao,179,10,10,129000
11,phuong pham ngu lao,160,38,38,129000
11,phuong pham ngu lao,160,38,38,129000
3,phuong tan dinh,132,3,3,129000
39,phuong ben thanh,260,5,3,129500
6,phuong ben nghe,80,8,8,130000
22,phuong ben nghe,196,30,30,130000
68,phuong ben nghe,212,1,1,130000
96,phuong ben nghe,115,4,5,130000
93,phuong ben nghe,175,10,11,130000
60,phuong ben nghe,288,24,24,130000
100,phuong ben nghe,105,14,15,130000
1,phuong ben thanh,129,45,45,130000
13,phuong ben thanh,160,5,5,130000
89,phuong ben thanh,129,3,3,130000
18,phuong ben thanh,136,7,7,130000
100,phuong ben thanh,96,28,25,130000
44,phuong ben thanh,179,3,2,130000
45,phuong ben thanh,129,8,8,130000
42,phuong ben thanh,250,4,4,130000
36,phuong ben thanh,160,26,26,130000
55,phuong ben thanh,132,3,3,130000
21,phuong ben thanh,129,45,45,130000
95,phuong ben thanh,135,1,1,130000
78,phuong ben thanh,136,30,30,130000
28,phuong cau kho,178,10,10,130000
19,phuong cau kho,192,1,1,130000
28,phuong cau ong lanh,350,1,1,130000
32,phuong co giang,260,50,50,130000
57,phuong co giang,420,6,6,130000
93,phuong da kao,229,1,10,130000
51,phuong da kao,234,7,7,130000
95,phuong da kao,392,3,3,130000
86,phuong da kao,230,10,10,130000
64,phuong nguyen cu trinh,131,19,9,130000
59,phuong nguyen cu trinh,530,35,36,130000
63,phuong nguyen cu trinh,189,20,21,130000
100,phuong nguyen cu trinh,576,8,9,130000
59,phuong nguyen cu trinh,576,24,24,130000
84,phuong nguyen cu trinh,528,8,9,130000
94,phuong nguyen cu trinh,576,8,9,130000
8,phuong nguyen cu trinh,160,50,50,130000
95,phuong nguyen cu trinh,530,10,11,130000
66,phuong nguyen cu trinh,140,7,7,130000
28,phuong nguyen thai binh,136,4,4,130000
77,phuong nguyen thai binh,400,32,32,130000
7,phuong nguyen thai binh,180,4,4,130000
46,phuong nguyen thai binh,205,4,4,130000
3,phuong pham ngu lao,160,8,9,130000
1,phuong pham ngu lao,153,40,40,130000
28,phuong pham ngu lao,160,8,8,130000
4,phuong pham ngu lao,173,43,43,130000
11,phuong pham ngu lao,158,42,42,130000
99,phuong pham ngu lao,350,5,5,130000
8,phuong pham ngu lao,155,43,44,130000
5,phuong pham ngu lao,160,36,36,130000
59,phuong pham ngu lao,260,8,9,130000
24,phuong pham ngu lao,142,33,33,130000
59,phuong pham ngu lao,260,12,12,130000
29,phuong pham ngu lao,160,1,1,130000
9,phuong pham ngu lao,154,34,34,130000
8,phuong pham ngu lao,160,38,38,130000
6,phuong pham ngu lao,154,38,38,130000
32,phuong tan dinh,188,8,8,130000
4,phuong da kao,150,1,1,130000
2,phuong nguyen cu trinh,530,10,10,130000
5,phuong pham ngu lao,350,6,6,130000
3,phuong pham ngu lao,260,1,1,130000
5,phuong ben thanh,140,34,34,132000
67,phuong ben thanh,156,6,6,132000
16,phuong cau ong lanh,324,30,30,132000
84,phuong nguyen thai binh,190,1,1,132000
10,phuong pham ngu lao,154,38,38,132000
36,phuong pham ngu lao,190,8,6,132500
36,phuong cau kho,359,21,21,132800
63,phuong ben thanh,157,9,9,133000
23,phuong da kao,379,7,7,133000
30,phuong pham ngu lao,185,50,50,133000
59,phuong pham ngu lao,185,8,9,133000
3,phuong ben nghe,120,6,7,133000
89,phuong ben nghe,252,8,8,134900
83,phuong ben nghe,144,1,1,135000
25,phuong ben nghe,168,34,34,135000
22,phuong ben nghe,170,36,36,135000
15,phuong ben nghe,180,34,34,135000
27,phuong ben nghe,180,32,33,135000
86,phuong ben nghe,144,5,5,135000
28,phuong ben nghe,170,25,25,135000
7,phuong ben nghe,160,36,36,135000
88,phuong ben nghe,144,5,5,135000
11,phuong ben nghe,170,30,30,135000
22,phuong ben thanh,170,53,53,135000
7,phuong ben thanh,129,30,30,135000
10,phuong ben thanh,160,30,31,135000
49,phuong ben thanh,156,8,8,135000
51,phuong ben thanh,420,4,5,135000
28,phuong ben thanh,140,4,4,135000
2,phuong cau kho,180,40,40,135000
34,phuong cau kho,220,7,7,135000
15,phuong cau kho,180,10,12,135000
4,phuong cau ong lanh,160,34,34,135000
26,phuong co giang,300,10,20,135000
18,phuong co giang,135,3,3,135000
4,phuong co giang,225,5,5,135000
9,phuong co giang,309,27,27,135000
56,phuong co giang,157,16,16,135000
78,phuong co giang,530,30,30,135000
12,phuong co giang,310,27,27,135000
4,phuong da kao,252,10,10,135000
22,phuong da kao,180,45,45,135000
5,phuong da kao,220,10,10,135000
86,phuong da kao,245,6,5,135000
61,phuong da kao,242,22,2,135000
40,phuong da kao,315,6,6,135000
13,phuong da kao,260,5,6,135000
23,phuong da kao,300,11,10,135000
61,phuong nguyen cu trinh,200,1,1,135000
100,phuong nguyen cu trinh,280,54,54,135000
85,phuong nguyen cu trinh,375,9,9,135000
85,phuong nguyen cu trinh,375,9,9,135000
50,phuong nguyen thai binh,160,9,9,135000
19,phuong nguyen thai binh,153,22,22,135000
51,phuong nguyen thai binh,153,8,9,135000
51,phuong nguyen thai binh,160,9,9,135000
30,phuong nguyen thai binh,142,2,2,135000
26,phuong nguyen thai binh,142,2,3,135000
11,phuong pham ngu lao,160,45,45,135000
10,phuong pham ngu lao,153,38,38,135000
10,phuong pham ngu lao,169,43,43,135000
10,phuong pham ngu lao,170,10,10,135000
11,phuong pham ngu lao,160,45,45,135000
10,phuong pham ngu lao,153,40,40,135000
27,phuong pham ngu lao,160,2,2,135000
79,phuong pham ngu lao,185,45,45,135000
11,phuong tan dinh,325,5,6,135000
13,phuong tan dinh,325,5,6,135000
31,phuong tan dinh,550,6,6,135000
2,phuong tan dinh,310,3,3,135000
50,phuong tan dinh,530,7,7,135000
16,phuong tan dinh,263,3,3,135000
52,phuong tan dinh,550,6,6,135000
91,phuong tan dinh,227,100,100,135000
4,phuong ben nghe,122,10,11,135000
2,phuong tan dinh,360,18,10,135000
2,phuong ben nghe,360,8,9,135000
2,phuong nguyen cu trinh,268,90,92,135000
1,phuong nguyen cu trinh,280,8,8,135000
19,phuong ben thanh,159,7,7,136000
46,phuong ben thanh,180,4,4,136000
59,phuong ben thanh,156,6,7,137000
59,phuong co giang,202,10,10,137000
98,phuong pham ngu lao,224,3,3,137000
3,phuong da kao,288,6,6,137000
84,phuong da kao,277,8,8,137500
10,phuong ben nghe,167,35,35,138000
30,phuong ben nghe,180,36,37,138000
53,phuong co giang,640,6,6,138000
42,phuong co giang,165,8,9,138000
54,phuong co giang,208,14,7,138000
63,phuong da kao,242,6,6,138000
97,phuong nguyen thai binh,160,9,9,138000
13,phuong nguyen thai binh,154,8,8,138000
81,phuong ben nghe,120,6,6,139000
8,phuong ben nghe,180,75,75,139000
31,phuong co giang,190,8,10,139000
9,phuong pham ngu lao,160,6,6,139000
10,phuong pham ngu lao,160,40,40,139000
95,phuong pham ngu lao,300,20,20,139000
3,phuong ben nghe,160,9,9,140000
84,phuong ben nghe,120,4,4,140000
54,phuong ben nghe,212,1,3,140000
45,phuong ben nghe,91,10,10,140000
55,phuong ben nghe,212,3,3,140000
68,phuong ben nghe,120,2,2,140000
59,phuong ben nghe,157,40,40,140000
2,phuong ben nghe,230,11,11,140000
76,phuong ben nghe,225,6,3,140000
94,phuong ben nghe,120,34,34,140000
16,phuong ben nghe,115,5,5,140000
43,phuong ben nghe,150,31,31,140000
93,phuong ben nghe,400,12,12,140000
44,phuong ben nghe,180,31,31,140000
19,phuong ben thanh,160,40,40,140000
19,phuong ben thanh,160,12,12,140000
24,phuong ben thanh,160,5,3,140000
97,phuong ben thanh,153,40,40,140000
87,phuong ben thanh,120,35,35,140000
49,phuong ben thanh,170,56,56,140000
88,phuong ben thanh,200,8,8,140000
18,phuong cau kho,170,9,9,140000
28,phuong cau kho,176,34,34,140000
9,phuong cau kho,350,22,22,140000
19,phuong cau kho,230,9,9,140000
15,phuong cau kho,170,6,8,140000
25,phuong cau kho,170,1,8,140000
24,phuong cau kho,176,6,6,140000
9,phuong cau kho,170,10,10,140000
24,phuong cau kho,350,8,9,140000
24,phuong cau kho,350,88,9,140000
25,phuong co giang,176,12,12,140000
8,phuong co giang,309,27,27,140000
66,phuong co giang,337,7,7,140000
18,phuong co giang,309,27,28,140000
4,phuong co giang,330,10,9,140000
32,phuong co giang,180,50,50,140000
20,phuong co giang,309,32,32,140000
3,phuong co giang,309,27,27,140000
38,phuong co giang,337,6,6,140000
57,phuong co giang,374,6,6,140000
66,phuong co giang,337,7,7,140000
62,phuong co giang,337,7,7,140000
26,phuong da kao,240,1,1,140000
19,phuong da kao,242,3,3,140000
22,phuong da kao,168,10,10,140000
5,phuong da kao,390,2,2,140000
18,phuong da kao,157,7,8,140000
68,phuong da kao,430,2,2,140000
68,phuong da kao,430,2,2,140000
66,phuong da kao,361,8,8,140000
66,phuong da kao,132,7,7,140000
30,phuong da kao,142,6,6,140000
85,phuong nguyen cu trinh,278,1,1,140000
87,phuong nguyen cu trinh,250,1,1,140000
89,phuong nguyen cu trinh,170,10,10,140000
77,phuong nguyen cu trinh,226,10,10,140000
74,phuong nguyen cu trinh,230,1,1,140000
87,phuong nguyen cu trinh,333,1,1,140000
60,phuong nguyen cu trinh,230,8,8,140000
76,phuong nguyen cu trinh,220,1,1,140000
76,phuong nguyen cu trinh,230,1,1,140000
12,phuong nguyen thai binh,160,8,8,140000
34,phuong nguyen thai binh,368,10,10,140000
35,phuong nguyen thai binh,132,6,6,140000
12,phuong pham ngu lao,153,38,40,140000
2,phuong pham ngu lao,153,9,9,140000
95,phuong pham ngu lao,184,6,6,140000
100,phuong pham ngu lao,320,5,5,140000
9,phuong pham ngu lao,174,43,43,140000
31,phuong tan dinh,200,30,30,140000
19,phuong tan dinh,200,6,5,140000
24,phuong tan dinh,187,8,8,140000
49,phuong tan dinh,197,10,10,140000
1,phuong ben nghe,115,8,9,140000
1,phuong pham ngu lao,200,18,9,140000
5,phuong ben nghe,160,24,24,140000
10,phuong nguyen cu trinh,278,3,3,140000
4,phuong nguyen cu trinh,80,10,10,140000
8,phuong nguyen cu trinh,282,16,16,140000
8,phuong nguyen cu trinh,282,16,16,140000
27,phuong co giang,170,16,8,141500
41,phuong ben nghe,72,3,3,142000
49,phuong ben thanh,140,2,2,142000
60,phuong tan dinh,526,15,10,142000
88,phuong ben thanh,179,6,6,143000
77,phuong ben thanh,174,8,8,143000
44,phuong nguyen thai binh,271,1,1,143000
41,phuong ben nghe,66,3,3,144000
63,phuong ben thanh,176,9,9,144000
31,phuong co giang,170,5,9,144000
5,phuong co giang,230,2,4,144000
27,phuong nguyen cu trinh,374,10,10,144000
88,phuong ben nghe,95,10,10,145000
90,phuong ben nghe,130,8,8,145000
19,phuong ben thanh,250,46,46,145000
25,phuong ben thanh,139,6,6,145000
12,phuong ben thanh,163,36,36,145000
84,phuong ben thanh,189,5,5,145000
62,phuong ben thanh,89,7,7,145000
95,phuong ben thanh,174,1,1,145000
95,phuong ben thanh,174,1,1,145000
29,phuong cau kho,180,0,15,145000
30,phuong cau kho,231,16,16,145000
40,phuong cau kho,231,16,16,145000
12,phuong cau kho,170,7,7,145000
45,phuong cau kho,387,4,4,145000
15,phuong cau kho,170,8,10,145000
38,phuong cau kho,231,18,18,145000
34,phuong co giang,188,9,9,145000
26,phuong co giang,180,7,7,145000
2,phuong co giang,179,7,8,145000
3,phuong co giang,252,4,5,145000
3,phuong co giang,180,11,12,145000
30,phuong co giang,180,10,10,145000
41,phuong co giang,180,20,20,145000
1,phuong co giang,170,7,7,145000
44,phuong nguyen cu trinh,200,10,10,145000
18,phuong nguyen cu trinh,187,7,7,145000
75,phuong nguyen cu trinh,208,14,10,145000
35,phuong nguyen cu trinh,172,0,7,145000
75,phuong nguyen cu trinh,240,1,1,145000
81,phuong nguyen cu trinh,180,8,8,145000
54,phuong nguyen cu trinh,235,20,10,145000
76,phuong nguyen thai binh,218,50,50,145000
6,phuong nguyen thai binh,142,22,22,145000
63,phuong pham ngu lao,342,3,3,145000
56,phuong pham ngu lao,348,3,3,145000
61,phuong pham ngu lao,324,8,9,145000
58,phuong pham ngu lao,350,3,3,145000
65,phuong pham ngu lao,506,6,6,145000
62,phuong pham ngu lao,324,3,3,145000
97,phuong pham ngu lao,350,1,1,145000
95,phuong pham ngu lao,347,24,24,145000
1,phuong tan dinh,190,8,8,145000
38,phuong tan dinh,330,9,9,145000
38,phuong tan dinh,330,12,12,145000
16,phuong tan dinh,340,30,30,145000
51,phuong tan dinh,263,4,4,145000
70,phuong tan dinh,200,9,10,145000
41,phuong tan dinh,380,5,5,145000
5,phuong pham ngu lao,350,4,4,145000
9,phuong pham ngu lao,360,3,3,145000
8,phuong pham ngu lao,370,3,3,145000
7,phuong pham ngu lao,346,3,3,145000
7,phuong pham ngu lao,350,2,2,145000
17,phuong cau kho,360,14,14,146000
47,phuong nguyen cu trinh,230,1,18,146000
21,phuong ben thanh,94,20,20,147000
7,phuong co giang,225,3,3,147000
31,phuong ben nghe,162,4,4,148000
88,phuong ben thanh,148,5,5,148000
25,phuong co giang,170,20,12,148000
18,phuong co giang,175,10,10,148000
28,phuong co giang,171,8,10,148000
30,phuong co giang,170,10,12,148000
30,phuong co giang,180,30,33,148000
16,phuong nguyen thai binh,142,5,5,148000
99,phuong pham ngu lao,176,10,10,148000
92,phuong pham ngu lao,173,10,11,148000
63,phuong pham ngu lao,176,10,10,148000
28,phuong ben thanh,141,4,4,149000
28,phuong ben thanh,141,6,6,149000
63,phuong da kao,300,20,20,149000
84,phuong nguyen cu trinh,154,10,10,149000
97,phuong pham ngu lao,160,10,10,149500
9,phuong pham ngu lao,160,8,9,149500
2,phuong da kao,155,5,5,149900
52,phuong ben nghe,306,4,3,150000
55,phuong ben nghe,75,9,9,150000
45,phuong ben nghe,228,35,35,150000
86,phuong ben nghe,160,10,10,150000
87,phuong ben nghe,114,6,6,150000
94,phuong ben nghe,99,8,9,150000
72,phuong ben nghe,93,15,15,150000
4,phuong ben thanh,204,7,7,150000
4,phuong ben thanh,200,7,7,150000
23,phuong ben thanh,199,7,7,150000
14,phuong ben thanh,160,50,0,150000
33,phuong ben thanh,151,40,40,150000
6,phuong ben thanh,330,3,3,150000
25,phuong ben thanh,420,5,4,150000
18,phuong ben thanh,180,12,12,150000
84,phuong ben thanh,200,43,43,150000
99,phuong ben thanh,160,24,27,150000
93,phuong ben thanh,115,34,36,150000
58,phuong ben thanh,240,1,1,150000
60,phuong ben thanh,420,5,4,150000
28,phuong cau kho,153,10,10,150000
35,phuong cau ong lanh,152,12,12,150000
27,phuong cau ong lanh,167,20,21,150000
22,phuong cau ong lanh,166,5,5,150000
32,phuong cau ong lanh,152,54,54,150000
29,phuong cau ong lanh,152,21,21,150000
29,phuong cau ong lanh,152,20,21,150000
24,phuong cau ong lanh,167,50,51,150000
23,phuong cau ong lanh,153,20,21,150000
29,phuong cau ong lanh,153,21,21,150000
33,phuong cau ong lanh,152,54,54,150000
21,phuong cau ong lanh,153,10,10,150000
62,phuong co giang,170,5,5,150000
66,phuong co giang,170,10,10,150000
66,phuong co giang,170,9,9,150000
58,phuong co giang,154,9,9,150000
11,phuong co giang,396,9,9,150000
7,phuong co giang,230,2,2,150000
65,phuong co giang,170,10,10,150000
1,phuong co giang,224,2,2,150000
19,phuong da kao,239,5,6,150000
60,phuong da kao,140,8,8,150000
77,phuong da kao,130,10,11,150000
60,phuong da kao,153,7,7,150000
94,phuong nguyen cu trinh,153,20,21,150000
92,phuong nguyen cu trinh,180,18,19,150000
92,phuong nguyen cu trinh,153,20,21,150000
86,phuong nguyen cu trinh,153,10,10,150000
97,phuong nguyen cu trinh,156,54,54,150000
8,phuong nguyen cu trinh,240,5,5,150000
85,phuong nguyen cu trinh,156,10,10,150000
10,phuong nguyen cu trinh,174,7,7,150000
60,phuong nguyen thai binh,176,54,54,150000
67,phuong nguyen thai binh,153,54,54,150000
49,phuong nguyen thai binh,270,100,100,150000
72,phuong pham ngu lao,155,20,21,150000
75,phuong pham ngu lao,156,54,54,150000
85,phuong pham ngu lao,160,10,10,150000
82,phuong pham ngu lao,160,10,10,150000
89,phuong pham ngu lao,160,11,11,150000
62,phuong pham ngu lao,167,10,10,150000
72,phuong pham ngu lao,155,20,21,150000
60,phuong pham ngu lao,159,8,9,150000
59,phuong pham ngu lao,84,8,9,150000
79,phuong pham ngu lao,350,2,2,150000
86,phuong pham ngu lao,156,10,9,150000
58,phuong pham ngu lao,156,10,10,150000
17,phuong pham ngu lao,160,10,10,150000
30,phuong pham ngu lao,160,11,11,150000
79,phuong pham ngu lao,159,10,10,150000
44,phuong pham ngu lao,160,10,10,150000
30,phuong pham ngu lao,160,11,11,150000
59,phuong pham ngu lao,160,9,9,150000
63,phuong pham ngu lao,160,10,10,150000
98,phuong pham ngu lao,160,6,6,150000
60,phuong pham ngu lao,154,11,11,150000
60,phuong pham ngu lao,154,7,7,150000
58,phuong pham ngu lao,160,10,10,150000
77,phuong pham ngu lao,152,54,54,150000
79,phuong pham ngu lao,160,10,10,150000
77,phuong pham ngu lao,152,54,54,150000
84,phuong pham ngu lao,160,10,10,150000
42,phuong tan dinh,621,6,6,150000
19,phuong tan dinh,340,40,40,150000
10,phuong tan dinh,240,0,7,150000
62,phuong tan dinh,550,5,5,150000
62,phuong tan dinh,360,8,8,150000
4,phuong nguyen cu trinh,153,10,10,150000
1,phuong nguyen thai binh,152,21,21,150000
2,phuong ben thanh,167,100,100,150000
10,phuong da kao,400,45,45,150000
6,phuong da kao,242,3,3,150000
2,phuong nguyen cu trinh,400,6,6,150000
5,phuong nguyen cu trinh,156,50,51,150000
10,phuong nguyen thai binh,160,2,2,150000
8,phuong pham ngu lao,185,54,55,150000
3,phuong pham ngu lao,160,10,11,150000
6,phuong pham ngu lao,160,3,3,150000
42,phuong pham ngu lao,155,12,6,151000
59,phuong pham ngu lao,155,9,9,151000
48,phuong ben thanh,160,7,7,152000
83,phuong da kao,300,4,2,152000
19,phuong nguyen cu trinh,198,0,7,152000
49,phuong ben thanh,160,36,36,153000
56,phuong ben thanh,141,6,6,153000
56,phuong ben thanh,141,8,8,153000
24,phuong ben nghe,218,10,10,154000
22,phuong cau ong lanh,152,10,10,154000
87,phuong pham ngu lao,180,35,36,154999
58,phuong pham ngu lao,180,12,12,154999
83,phuong ben nghe,280,8,9,155000
60,phuong ben nghe,310,12,12,155000
85,phuong ben nghe,200,10,10,155000
84,phuong ben nghe,308,4,4,155000
82,phuong ben nghe,280,9,9,155000
78,phuong ben nghe,342,1,1,155000
82,phuong ben nghe,308,4,4,155000
93,phuong ben nghe,116,16,17,155000
47,phuong ben nghe,138,2,2,155000
16,phuong ben nghe,138,5,5,155000
1,phuong ben thanh,164,7,7,155000
1,phuong ben thanh,156,20,20,155000
31,phuong cau ong lanh,168,12,13,155000
33,phuong cau ong lanh,168,54,54,155000
31,phuong co giang,242,5,6,155000
12,phuong co giang,165,8,8,155000
48,phuong da kao,300,5,5,155000
23,phuong da kao,300,5,5,155000
23,phuong nguyen cu trinh,180,7,7,155000
33,phuong nguyen cu trinh,174,6,6,155000
27,phuong nguyen cu trinh,174,5,5,155000
26,phuong pham ngu lao,184,15,14,155000
66,phuong pham ngu lao,160,20,21,155000
61,phuong pham ngu lao,184,10,10,155000
60,phuong pham ngu lao,200,10,10,155000
82,phuong pham ngu lao,153,9,9,155000
71,phuong pham ngu lao,184,10,11,155000
21,phuong pham ngu lao,174,5,5,155000
63,phuong pham ngu lao,176,10,10,155000
76,phuong pham ngu lao,184,45,45,155000
84,phuong pham ngu lao,184,18,19,155000
61,phuong pham ngu lao,184,10,10,155000
56,phuong pham ngu lao,184,6,6,155000
80,phuong pham ngu lao,1700,20,20,155000
81,phuong pham ngu lao,1700,10,10,155000
